"Symbol","Expiry1 IV","Expiry2 IV","Expiry3 IV","IV30","IV90","IV60","Expiry4 IV"
"NMFC",0,35.53,35.97,35.531,35.8467,35.6099,35.66
"NMIH",51.54,53.86,49.46,52.5365,49.5257,52.2886,49.97
"NMM",79.8,79.12,76.1,79.5076,76.2594,78.0391,77.31
"NMR",43.96,40.85,31.94,42.63,34.4841,39.2625,42.29
"NMRD",196.44,130.8,107.32,175.2208,107.1988,132.7527,106.42
"NMRK",75.3,0,55.47,70.5765,55.1278,61.1297,52.87
"NMTR",185.7,165.92,196.38,165.9192,179.3114,169.2649,196.7
"NNA",96.29,90.68,103.16,93.8847,103.2318,95.1374,103.71
"NNBR",70.49,70.37,78.75,70.3725,79.3272,73.3658,83.12
"NNDM",160.48,166.48,169.76,163.0544,167.9234,166.8442,171.67
"NNI",34.15,28.07,35.11,31.546,35.0912,30.5842,34.96
"NNN",29.9,32.66,32.61,31.0805,32.7062,32.6438,33.31
"NNOX",120.04,162.41,139.35,131.3355,152.2743,159.88,134.14
"NNVC",154.09,124.24,159.31,141.3059,158.4697,136.7731,152.96
"NOA",50.87,60.78,62.57,60.7806,61.5661,60.9768,59.58
"NOAH",51.57,48.35,49.79,50.1881,49.4743,48.8628,47.43
"NOBL",15.61,21,20.1,17.9197,20.3542,20.8407,19.14
"NOC",23.66,26.84,27.31,29.0225,27.0445,26.8886,26.63
"NOG",98.06,95.96,100.12,97.16,99.7551,97.4469,97.35
"NOK",39.28,49.8,49.54,38.1477,48.5742,49.7083,47.29
"NOMD",26.76,25.32,30.45,26.1448,27.5783,25.8862,31.74
"NOV",50.42,55.6,56.02,52.6256,55.7823,55.6439,55.16
"NOVA",83.29,77.55,78.75,80.8314,78.4117,77.7674,79.82
"NOVS",122,109.71,100.98,116.736,105.8712,108.7521,102.47
"NOVT",32.21,33.92,37.37,32.9392,35.4351,34.2971,36.13
"NOW",32.57,39.58,39.54,40.1855,39.5661,39.5794,39.26
"NP",38.21,40.66,37.22,40.6584,38.1981,40.0438,39.99
"NPO",40.51,32.36,38,37.0176,38.2438,34.3743,39.86
"NPTN",51.73,54.7,64.1,53.001,58.8287,55.728,62.96
"NR",164.28,148.28,116.36,148.2766,114.6936,136.8722,103.75
"NRG",29.02,31.13,32.28,31.87,32.1311,31.5386,31.16
"NRP",66.74,73.71,52.57,64.4019,55.0533,59.7276,68.2
"NRT",0,0,0,86.6036,86.6036,86.6036,86.6
"NRZ",39.57,45.43,48.23,42.0793,46.6593,45.7351,47.66
"NS",51.95,57.65,55.14,54.3947,54.9309,56.7547,53.57
"NSA",31.32,37.31,39.39,33.886,38.7945,37.6803,35.93
"NSC",25.8,29.87,29.42,30.2604,29.4639,29.7102,29.74
"NSCO",94.92,105.12,98.72,99.2861,100.5466,103.9743,100.47
"NSIT",40.48,41.36,39.41,41.3619,40.5017,41.147,39.5
"NSP",36.72,49.04,42.96,41.9956,44.695,47.9526,44.21
"NSSC",60.71,42.8,62.9,53.0398,61.8447,49.9812,54.94
"NSTG",77.17,66.14,72,72.4482,70.4947,68.2346,68.5
"NTAP",34.14,34.98,39.72,33.1396,39.622,36.6703,38.98
"NTCO",0,0,0,0,0,0,0
"NTCT",39.36,41.49,41.15,41.4893,40.9374,41.3695,39.52
"NTEC",0,0,0,0,0,0,0
"NTES",36.11,39,40.12,37.1241,40.0118,39.4002,39.29
"NTGR",42.95,56.79,51.11,48.8779,50.8415,54.7577,49.09
"NTLA",137.85,113.85,110.19,127.5685,111.2317,113.1922,102.2
"NTNX",48.83,50.69,59.88,51.2777,57.2541,52.3262,61.13
"NTP",99.66,118.62,115.25,107.7811,114.5035,117.4113,109.63
"NTR",29.38,32.37,31.99,29.0915,32.0323,32.231,32.34
"NTRA",71.85,68.7,71.31,70.5005,70.5677,69.1657,66.19
"NTRP",0,0,0,0,0,0,0
"NTRS",30.61,31.51,30.43,30.9985,30.7408,31.3215,30.62
"NTUS",55.06,60.43,57.21,57.3592,58.1295,59.8556,58.65
"NTWK",182.78,180.77,68.32,180.7748,100.4118,160.698,74.97
"NUAN",34.83,43.37,41.54,38.4886,42.0589,43.0425,42.45
"NUE",30.1,32.46,33,31.7096,32.8463,32.5559,32.92
"NUGT",66,74.5,77.03,71.2276,76.8995,75.4014,76.73
"NUS",39.06,51.1,48.77,44.2161,48.6517,50.2665,47.88
"NUVA",131.11,83.74,75.39,110.8223,74.0185,80.7595,65
"NVAX",123.12,143.39,141.76,137.7097,140.9193,142.8091,139.8
"NVCR",71.29,69.81,69.07,70.6585,68.746,69.5457,66.61
"NVDA",35.41,38.26,41.64,36.6822,41.6296,39.4693,41.57
"NVEE",39.51,41.74,48.87,40.4647,44.875,42.5208,48.97
"NVGS",61.92,54.87,56.57,58.901,56.7514,55.4792,57.93
"NVMI",30.99,37.16,34.4,33.6286,35.9436,36.8533,34.44
"NVO",23.33,25.87,25.82,24.4159,25.7997,25.8528,25.65
"NVRO",53.26,45.8,47.09,50.0665,47.0966,46.2587,47.14
"NVS",18.31,19.96,21.12,19.0214,20.7889,20.1702,20.12
"NVST",46.16,50.85,46.23,48.1693,47.1766,49.1997,53.36
"NVT",39.06,40.73,42.15,39.7723,41.3552,40.8849,41.97
"NVTA",87.01,82.65,83.08,85.143,82.9763,82.8035,82.28
"NWBI",24.79,57.07,40.42,38.612,49.7489,55.2383,43.78
"NWE",42.67,37.88,31.63,41.4695,36.6842,39.0768,30.39
"NWG",0,52.89,49.13,52.8866,51.2347,52.4739,51.32
"NWL",30.52,40.15,38.85,34.6435,38.9353,39.6839,39.49
"NWN",54.11,41.63,36.64,48.764,36.7194,39.8493,37.21
"NWPX",86,66.94,64.43,66.9397,62.6288,66.0418,50.83
"NWS",0,32.71,40.32,32.7065,38.151,34.0666,39.88
"NWSA",32.05,39.6,38.66,35.2861,38.9324,39.436,39.35
"NX",59.32,50.16,56.32,55.3955,55.9567,52.3601,53.6
"NXGN",48.77,54.67,54.81,51.3006,54.3716,54.7211,51.52
"NXPI",34.44,40.38,39.79,38.2573,39.9603,40.2744,39.79
"NXRT",41.86,48.85,44.11,48.8518,46.7686,48.3314,40.09
"NXST",37.04,38.14,42.22,37.5101,39.9337,38.5895,41.3
"NXTC",115.59,122.33,117.56,118.4767,116.7256,120.6241,111.28
"NXTD",327.68,262.97,232.66,299.967,241.3054,257.5561,213.48
"NYCB",30.73,36.34,33.33,33.1335,34.1915,35.8044,34.09
"NYMT",44.6,43.12,45.42,43.9664,44.7665,43.5301,44.11
"NYMX",112.98,100.51,144.72,107.6376,119.9455,105.3623,120.34
"NYT",37.73,41.19,39.08,39.2087,39.6795,40.8114,38.77
"O",24.52,25.93,26.24,25.1242,26.3603,26.0433,27.13
"OAS",70.39,58.2,59.76,65.169,60.0801,58.7569,62.16
"OBSV",139.13,148.01,151.24,142.9332,149.427,148.3625,185.89
"OC",31.33,35.95,37.38,33.309,36.5764,36.1036,37.62
"OCFC",0,48.33,39.66,48.3265,39.9861,45.2281,42.16
"OCFT",62.05,56.47,58.93,59.6619,57.5515,56.7387,62.6
"OCN",75.9,66.98,77,72.0815,74.1455,68.7733,76.79
"OCSI",33.31,49.53,28.43,40.2563,28.5609,41.9918,29.42
"OCSL",41.59,37.92,34.04,40.0178,36.2151,37.4941,28.21
"OCUL",87.28,159.8,151.84,159.8026,147.3411,156.958,117.8
"OCX",156.76,157.83,195.2,157.2228,174.2634,161.9383,133.21
"ODFL",27.12,32.75,30.46,29.5313,31.1103,32.3402,30.44
"ODP",51.56,51.58,59.61,51.5668,57.3148,53.0098,59.59
"ODT",111.47,113.78,105.54,112.4568,107.8911,112.3088,111.72
"OEC",48.21,55.61,41.07,51.3769,45.219,53.0112,53.62
"OEF",17.2,18.5,19.53,17.753,19.6252,18.8665,19.75
"OEG",226.18,222.62,222.01,224.6581,222.1868,222.5119,209.32
"OESX",74.08,77.12,75.14,75.3809,76.2484,76.9019,75.57
"OFC",38.08,35.44,33,36.9535,33.6061,34.5703,37.58
"OFG",58.64,54.51,50.86,56.8728,52.9078,54.1105,53.73
"OFIX",84.42,46.78,48.47,68.2965,47.5219,46.9638,44.47
"OGE",40.7,32.16,25.99,37.1953,26.2704,30.1854,28.13
"OGI",0,158.64,152.11,158.6398,151.697,156.3081,148.96
"OGIG",31.29,31.32,40.59,31.3237,37.9435,32.9775,39.01
"OGS",77.83,36.45,31.74,60.1053,33.0858,35.6097,28.72
"OHI",29.66,32.53,33.35,30.8909,33.3809,32.8263,33.56
"OI",57.05,63.13,62.34,59.652,62.7805,63.0414,61.67
"OIH",45.99,48.29,49.06,47.2219,48.8378,48.4272,48.67
"OII",77.37,79.48,81.28,78.2738,80.7701,79.806,80.61
"OIS",81.03,92.67,92.11,86.0173,92.8432,92.4706,97.66
"OKE",43.05,48,47.33,50.8105,47.5207,47.8834,47.23
"OKTA",43.74,45.23,48.55,47.22,48.3315,46.416,47.42
"OLED",36.73,45.93,44.77,37.424,44.7574,45.5133,44.68
"OLLI",45.03,43.8,47.59,44.5013,46.5084,44.474,47.37
"OLN",47.36,55.03,54.75,49.6686,54.9071,55.0002,53.36
"OLP",39.48,0,36.57,39.1362,37.7476,38.4419,37.18
"OMC",30.47,33.93,33.43,31.9497,33.5759,33.8412,33.43
"OMCL",44.33,37.31,28.16,41.3225,33.289,36.3091,24.89
"OMER",86.55,93.51,96.8,89.5305,94.9604,93.8747,85.96
"OMEX",94.01,94.29,91.21,94.1319,92.6625,93.1898,102.2
"OMF",43.95,48.35,49.52,45.8345,48.8637,48.4774,48.91
"OMI",65.41,72.99,74.29,68.6549,73.9014,73.4501,71.38
"OMP",51.22,62.27,69.56,55.9526,65.4782,63.0739,68.55
"ON",38.51,45.21,43.4,39.6499,43.1048,44.5647,42.71
"ONB",28.3,34.65,31,31.0196,30.8229,33.343,29.69
"ONCT",118.29,142.92,207.53,128.835,189.0922,154.4516,133.82
"ONEM",52.41,54.6,58.28,53.3477,56.2213,55.0084,61.83
"ONLN",28.58,27.69,28.62,28.199,28.6431,28.0218,28.8
"ONTO",59.47,44.6,44.91,53.1004,44.9762,44.7151,45.38
"ONVO",0,0,0,0,0,0,0
"OOMA",53.63,53.24,58.18,53.4629,56.7749,54.126,59.27
"OPCH",53.3,54.28,56.86,54.2829,56.1226,54.7425,55.21
"OPEN",95.06,98.22,106.57,96.4133,107.6032,101.2031,111.97
"OPI",35.22,36.58,36.93,35.8021,36.8746,36.7084,36.5
"OPK",95.01,83.12,83.83,99.9324,83.6706,83.3717,82.62
"OPRA",116.84,90.29,83.63,105.4652,85.5321,89.0981,91.08
"OPRX",57.79,60.19,65.3,58.8192,65.6525,62.0187,67.96
"OPY",45.2,44.32,43.26,44.8229,43.1405,43.9448,42.35
"OR",43.81,42.73,46.33,43.348,45.3013,43.3705,45.98
"ORA",41.06,41.66,42.79,41.3135,42.4526,42.062,40.24
"ORAN",0,24.83,27.17,24.8297,25.8584,25.0867,27.62
"ORBC",87.46,86.93,91.19,87.2321,90.9842,88.4539,89.6
"ORC",26.75,28.76,26.58,27.6119,27.2047,28.3748,26.11
"ORCC",45.07,38.03,39.18,42.0535,38.8545,38.2342,40.15
"ORCL",21.49,22.87,26.3,22.134,26.1926,24.0945,25.51
"ORI",25.85,29.73,31.31,27.5121,30.8601,30.0147,32.5
"ORLY",24.08,30.08,29.55,26.648,29.8423,30.0169,28.77
"ORMP",168.82,123.96,113.87,149.6037,119.5231,122.8504,117.14
"ORN",72.85,71.55,73.84,72.2952,73.8848,72.3687,74.21
"ORTX",109.19,131.62,124.08,118.7957,128.3069,130.7926,130.97
"OSBC",38.89,44.02,44.39,41.0847,44.7278,44.1539,46.92
"OSG",0,97.57,80.03,97.5725,85.0362,94.4407,76.14
"OSH",63.56,54.13,57.78,59.5219,56.7369,54.7834,55.74
"OSIS",26,35.18,32.88,29.9303,33.5392,34.7694,35.46
"OSK",30.99,36.9,36.66,33.5218,36.7253,36.8549,36.37
"OSPN",56.97,60.09,59.04,58.3041,58.8122,59.7155,57.31
"OSTK",102.31,97.92,102.97,98.87,102.6808,99.7257,100.76
"OSUR",86.53,97.69,87,91.3115,90.0516,95.7837,90.9
"OSW",80.11,81.87,90.73,80.8629,90.6647,85.0346,90.22
"OTEX",23.1,27.28,27.99,24.8921,27.5946,27.3622,27.45
"OTIC",260.14,180.83,223.24,226.1677,215.9096,195.981,167.81
"OTIS",23.45,28.92,28.24,25.7919,28.3573,28.6777,29.14
"OTRK",87.9,83.63,91.61,86.0703,87.1397,84.5067,90.84
"OTTR",0,39.08,33.66,39.0819,35.2056,38.1135,0
"OUNZ",53.4,0,26.55,47.0087,26.7935,34.2153,28.37
"OUSA",17.85,20.41,20.75,18.9462,20.4128,20.4128,17.25
"OUT",46.17,45.78,47.46,45.9998,47.8046,46.3756,50.1
"OVID",121.04,138.01,123.21,128.3079,127.4325,135.3704,122.5
"OVV",71.45,70.53,71.84,71.0561,71.4666,70.7668,72.81
"OXFD",107.95,60.22,60.12,87.5085,60.1761,60.2081,46.46
"OXM",50.83,50.3,55.75,50.6053,54.1951,51.2741,53.04
"OXSQ",95.64,52.5,51.75,77.1644,52.169,52.4171,56.97
"OXY",66.49,69.12,69.64,68.1298,69.6042,69.3051,69.45
"OZK",39.81,42,44.06,40.7487,42.9037,42.2254,43.85
"OZON",81.53,89.35,93.3,84.8812,93.1041,90.76,91.84
"PAA",45.32,55.12,57.7,62.11,56.2531,55.4039,74.46
"PAAS",53.74,59.22,57.62,56.0866,58.0751,58.9332,57.5
"PACB",118.13,130.49,128.79,123.423,128.8611,129.8856,129.32
"PACW",53.89,45.81,47.62,50.4299,47.5571,46.4561,47.17
"PAE",0,52.14,49.63,52.1388,50.345,51.6907,49.7
"PAG",40.4,44.14,45.63,42.0007,44.7951,44.301,43.94
"PAGP",53.58,56.27,56.66,54.7312,56.4435,56.3153,55.34
"PAGS",44.74,46.52,51.22,45.4985,48.5853,47.0336,49.31
"PAHC",0,0,63.93,63.9346,64.3003,63.9346,66.7
"PAM",57.4,54.48,56.3,56.1502,56.2813,55.1306,56.19
"PANW",31.39,34.12,37.58,33.5913,37.5287,35.3563,37.21
"PAR",59.77,61.2,66.08,60.3812,64.6873,62.0712,62.88
"PARR",0,61.22,61.32,61.2228,62.1606,61.2569,67.69
"PASG",89.23,80.35,81.95,85.428,82.3968,80.9217,85.33
"PATK",56.68,60.52,57.53,58.3219,59.2053,60.1901,55.7
"PAVE",34.86,32.11,32.7,33.685,32.9738,32.3245,34.75
"PAYA",69.44,65.88,68.38,67.9169,66.9786,66.1534,65.35
"PAYC",38.49,45.69,45.23,41.5781,45.4905,45.6429,44.54
"PAYS",68.57,69.18,73.56,68.834,74.2806,70.7464,79
"PAYX",25.14,25.5,26.1,25.2952,26.2904,25.712,27.56
"PB",34.99,33.98,34.09,34.5577,34.3124,34.0159,35.78
"PBA",35.84,36.28,37.72,36.0279,36.9123,36.4356,37.75
"PBCT",32.18,36.2,37.82,33.9049,36.9153,36.3819,37.27
"PBF",96.73,96.28,99.37,96.5392,99.186,97.3839,97.99
"PBFX",75.64,48.74,59.36,64.1204,56.3338,50.6405,65.73
"PBH",51.98,45.81,41.56,49.3346,42.7694,45.0484,43.13
"PBI",77.24,90.78,81.84,83.0363,84.3892,89.18,76.72
"PBPB",92.11,93.51,94.45,92.7125,94.1847,93.6818,97.83
"PBR",42.5,48.27,47.94,45.0874,47.9406,48.152,47.94
"PBR.A",344.01,49.18,89.04,283.2979,89.0382,161.8039,37.79
"PBT",182.31,67.98,76.85,133.3452,73.5862,71.148,52.17
"PBW",63.26,62.21,61.71,62.8075,61.504,62.0295,60.13
"PBYI",96.65,94.91,103.31,95.9054,102.0626,97.9088,93.9
"PCAR",26.81,29.2,28.43,27.8384,28.8625,29.1191,27.41
"PCEF",0,0,0,0,0,0,0
"PCG",36.74,45.91,46.1,45.9313,46.4278,45.9787,48.57
"PCH",37.25,39.31,38.68,38.1289,39.0307,39.2387,38.23
"PCOM",75.88,55.33,56.83,67.0785,56.4002,55.597,61.99
"PCRX",59.24,54.87,58.85,57.3668,56.6167,55.3038,55.38
"PCSB",65.6,42.18,53.89,55.5698,51.2468,46.366,33.93
"PCTI",0,0,52.2,52.2046,52.2046,52.2046,0
"PCTY",41.1,45.75,46.01,43.0907,45.8649,45.7789,45.81
"PCY",0,26.7,9.26,9.2611,9.2611,9.2611,20.83
"PCYG",101.4,72.22,61.71,72.2245,62.171,68.4659,65.22
"PCYO",73,44.45,52.22,44.445,50.8149,47.2224,41.61
"PD",57.77,58.83,64.67,58.2229,61.3997,59.4748,65.99
"PDBC",20.95,19.21,21.12,20.202,21.1388,19.8926,21.26
"PDCE",64.92,73.12,74.17,68.4311,73.8703,73.31,74.78
"PDCO",46.34,44.29,46.95,45.4612,46.1906,44.7618,46.07
"PDD",63.77,65.93,69.86,64.8953,68.7412,66.6326,69.23
"PDFS",35.9,45.07,43.19,39.8272,44.2431,44.8646,40.77
"PDLI",0,0,0,0,0,0,0
"PDM",74.34,44.55,36.28,44.5541,35.9625,41.5978,33.87
"PDP",28.09,22.74,24.87,25.7959,24.2594,23.1167,23.4
"PDS",82.71,82.83,82.97,82.7597,83.1715,82.8797,84.52
"PE",55.68,50.85,49.58,53.6128,49.4995,50.3943,48.99
"PEAK",29.1,34.15,33.21,31.2615,33.4804,33.9808,32.97
"PEB",70.62,60.25,63.5,66.1826,64.277,61.4135,69.37
"PEBO",40.54,41.5,40,40.9493,39.9344,40.9641,39.52
"PEG",20.77,23.11,24.88,21.7736,24.8187,23.7437,24.39
"PEGA",37.69,39,38.3,38.2517,38.3232,38.7496,38.47
"PEI",156.51,150.96,160.51,154.1335,157.78,152.6602,152.95
"PEIX",114.93,113.31,119.03,114.2364,117.398,114.3333,117.77
"PEJ",45.2,0,37.21,43.3012,37.2265,39.494,37.31
"PEN",63.82,67.61,70.01,65.4437,69.3249,68.0349,68.08
"PENN",65.13,72.46,72.36,68.5626,72.3856,72.4414,73.79
"PEO",0,72.12,74.73,72.1242,73.2681,72.41,60.15
"PEP",17.68,20.59,21.87,19.0492,21.5512,21.0455,21.13
"PERI",100.44,106.49,103.17,103.029,104.1194,105.8961,101.6
"PERS",0,0,0,0,0,0,0
"PESI",119.31,84.8,74.12,104.5321,73.5903,80.9855,70.1
"PETQ",67.19,49.18,50.65,59.4751,50.2316,49.4425,51.58
"PETS",47.48,58.27,54.18,52.1034,54.1475,56.812,53.93
"PEY",21.93,25.02,25.68,23.2563,25.3122,25.0935,25.82
"PEZ",0,22.93,25.11,22.9305,25.5244,23.7089,28.25
"PFBC",37.39,39.93,39.41,38.4791,39.5885,39.7472,40.75
"PFC",0,45.09,44.63,45.0888,44.8853,45.0379,43.35
"PFE",25.93,29.09,28.44,29.0552,28.4162,28.856,28.27
"PFF",17.95,10.79,11.72,14.8814,11.451,10.9539,10.75
"PFFA",0,0,0,0,0,0,0
"PFG",31.25,34.84,36.83,32.785,36.263,35.1936,36.56
"PFGC",61.93,54.92,54.24,58.9276,54.1357,54.6801,53.43
"PFLT",39.93,33.89,30.22,37.3442,32.2736,33.4838,32
"PFM",0,0,0,0,0,0,0
"PFMT",0,0,0,215.5696,215.5696,215.5696,215.57
"PFPT",38.04,44.35,42.47,40.742,43.5239,44.1436,40.98
"PFS",40.56,42.46,46.54,41.3753,45.3784,43.1883,41.1
"PFSI",49.34,49.96,49.12,49.6056,49.5862,49.8635,47.46
"PFSW",0,85.9,72.4,85.9012,72.6307,81.075,74.18
"PG",17.57,21.5,21.04,22.038,21.2206,21.3374,21.46
"PGC",41.9,52.67,43.57,42.1763,43.2793,42.7278,44.27
"PGEN",110.34,111.64,98.37,110.8953,102.155,109.2692,95.4
"PGF",7.99,7.51,7.26,7.7857,7.4725,7.4224,8.89
"PGJ",25.41,21.53,26.02,23.7449,26.0792,23.132,26.46
"PGNY",58.54,59.72,63.18,59.0445,61.2389,60.0966,64.27
"PGR",35.02,25.69,25.9,31.0246,25.7827,25.7157,26.3
"PGRE",63.01,75.64,53.13,68.4203,59.5513,71.62,51.5
"PGTI",40.85,42.1,49.7,41.3853,45.4385,42.9312,48.43
"PGX",10.39,6.46,7.69,8.7043,7.99,6.8998,9.96
"PH",28.01,31.66,33.66,29.572,32.5387,31.8806,33.08
"PHAS",159.64,148.86,133.8,155.0208,142.2382,147.2065,134.87
"PHAT",101.97,101.75,110.7,101.875,105.6883,102.7355,111.26
"PHB",10.66,7.66,8.82,9.374,8.4901,7.8694,10.41
"PHG",26.51,29.3,28.46,27.7056,28.7001,29.1519,26.94
"PHM",37.89,42,42.31,42.0112,42.2226,42.0563,43.97
"PHO",20.87,22.32,22.98,21.4909,22.8483,22.5557,21.95
"PHR",51.15,51.58,53.16,51.338,52.714,51.8669,55.01
"PHX",166.87,115.08,102.92,144.6853,109.7333,113.7423,114.07
"PI",71.04,68.86,64.24,70.1084,66.0835,67.2119,68.53
"PIC",0,0,0,0,0,0,0
"PICK",31.15,31.42,31.76,31.264,31.6646,31.4827,33.05
"PICO",0,28.41,29.3,29.2982,29.2982,29.2982,28.46
"PID",25.6,37.67,40.95,40.9525,40.0001,40.9525,33.75
"PIE",0,0,0,32.8352,32.8352,32.8352,32.84
"PII",41.12,45.19,44.95,42.8664,44.9849,45.1073,45.21
"PIN",19.88,20.51,20.84,20.1505,20.9397,20.63,21.56
"PINC",47.34,48.02,43.69,47.6339,44.0856,46.4724,46.7
"PING",52.84,55.69,61.65,54.0623,58.3135,56.3476,60.33
"PINS",54.5,81.1,72.68,62.0948,77.3963,80.173,69.95
"PIPR",35.33,39.48,39.02,37.1066,39.0435,39.3128,39.22
"PIRS",0,89.22,103.07,89.2183,110.5804,94.1693,159.85
"PIZ",52.43,22.08,23.7,22.0813,23.3098,22.661,20.73
"PJP",28.79,26.11,28.32,27.6425,27.0817,26.3529,25.05
"PJT",0,34.94,37.7,34.9385,37.3027,35.9255,34.69
"PK",64.5,61.46,63.43,63.1948,62.8662,61.8088,62.34
"PKE",71.39,33.06,40.74,54.9729,36.4366,33.9029,42.05
"PKG",28.09,31.17,31.21,29.4084,31.1971,31.1797,31.42
"PKI",30.31,35.04,33.09,32.3377,33.0992,34.3451,33.15
"PKOH",57.64,73.91,71.25,64.6108,70.5473,72.9602,65.96
"PKW",25.76,23.15,19.85,24.6418,21.6983,22.7862,20.85
"PKX",25.54,27.28,31.26,26.2816,29.0254,27.7124,31.68
"PLAB",43.45,40.16,49.22,42.0436,49.2903,43.3967,49.77
"PLAN",48.84,46.81,54.72,47.9736,54.0269,49.6364,51.11
"PLAY",71.2,76.36,81.41,77.2599,79.9693,77.2652,80.93
"PLCE",93.83,83.04,87.77,89.2101,86.9972,84.7284,81.94
"PLD",23.43,26.18,27.02,24.6092,26.5481,26.2702,27.33
"PLG",135.61,124.76,131.94,130.962,129.8916,126.0446,125.73
"PLL",114.2,111.71,110.65,113.1344,111.2432,111.5933,109.49
"PLMR",54.7,54.25,56.73,54.5098,56.0256,54.694,56.36
"PLNT",50.84,49.25,51.35,50.161,50.1724,49.4806,50.14
"PLOW",55.88,41.3,36.87,41.2963,39.3516,40.8104,38.11
"PLSE",89.3,81.95,94.38,86.1513,90.8314,84.1667,95.69
"PLT",72.94,88.93,83.82,79.7874,86.6852,88.3708,81.91
"PLTR",92.04,103.72,104.73,97.7783,104.076,104.0796,101.33
"PLUG",88.72,89.64,95.67,90.928,95.2381,91.7956,92.43
"PLUS",38.92,29.34,31.12,29.3435,31.4264,29.9766,33.47
"PLX",117.96,133.08,124.06,133.0811,129.1136,132.0899,125.52
"PLXS",45.26,36.46,34.11,36.4555,34.1908,35.6157,34.75
"PLYA",89.58,86.59,89.52,88.3007,87.8755,86.9101,90.92
"PM",21.47,25.3,24.96,22.4154,25.0852,25.1757,25.92
"PMT",30.62,36.11,39.29,32.971,38.3841,36.6755,39.2
"PNC",36.09,32.33,32.89,33.8528,32.5764,32.3906,31.58
"PNFP",51.38,42.87,40.84,47.736,41.9774,42.645,39.74
"PNM",84.84,46.67,26.67,68.4916,37.8809,44.4776,20.67
"PNNT",0,39.95,42.83,39.9502,43.2912,40.9777,46.35
"PNQI",25.05,27.91,29.68,26.2726,29.8544,28.5408,31.03
"PNR",28.85,31.14,32.04,29.8298,31.5338,31.2365,31.9
"PNTG",69.99,67.53,68.95,68.9351,68.1506,67.6819,68.33
"PNW",30.1,30.64,28.82,30.3355,29.3425,30.3194,27.44
"PODD",45.27,42.45,46.07,44.0656,45.9702,43.7459,45.32
"POOL",31.9,36.82,35.14,34.008,35.6157,36.5164,35.15
"POR",29.81,28.99,28.1,29.4606,28.2932,28.6731,29.57
"POST",29.68,32.39,29.75,30.8402,29.87,31.4453,30.67
"POTX",60.7,63.97,67.91,62.0984,67.88,65.3788,67.68
"POWI",45.7,40.93,41.01,43.6571,40.9851,40.9429,39.37
"PPA",27.02,23.34,23.13,25.4452,23.165,23.2648,23.39
"PPBI",51.43,50.45,47.88,51.0101,48.1153,49.53,49.64
"PPBT",234.47,268.01,152.01,248.8326,217.008,255.2676,142.24
"PPC",36.47,41.69,41.67,38.7059,41.5806,41.6843,40.97
"PPD",50.54,44.17,47.29,47.8124,45.5433,44.5132,43.56
"PPG",24.53,28.14,28.17,28.03,28.15,28.1409,27.69
"PPH",21.49,22.33,23.33,21.8522,23.0421,22.5083,23.18
"PPL",23.34,24.89,26.32,24.0004,25.9145,25.1435,26.14
"PQG",39.45,35.25,38.25,37.651,38.2516,36.3244,38.26
"PRA",0,42.46,46.67,42.4584,44.3097,42.9209,41.93
"PRAA",44.6,40.01,50.94,42.6374,50.4716,43.9193,47.37
"PRAH",41.36,36.95,35.97,39.4704,36.2486,36.7772,35.64
"PRCP",0,0,0,0,0,0,0
"PRDO",41.25,47.71,51,44.0169,50.0591,48.294,50.52
"PRF",0,18.8,19.81,18.7976,19.9151,19.1606,20.58
"PRFT",37.86,37.55,39.77,37.7255,39.1359,37.9435,40.2
"PRFZ",27.67,27.9,27.81,27.7696,27.7535,27.8701,27.38
"PRG",49.03,51.87,49.96,50.2453,51.0314,51.6636,46.82
"PRGO",40.48,37.96,40.46,39.3997,39.0602,38.2365,39.61
"PRGS",52.62,39.54,35.32,47.016,35.4391,38.0318,36.22
"PRGX",0,0,0,12.0579,12.0579,12.0579,12.06
"PRI",27.63,33.3,32.75,30.0588,32.8973,33.1008,33.87
"PRIM",48.15,35.82,42.93,42.8668,42.538,38.3586,39.99
"PRK",45.04,36.51,39.24,41.3835,39.2262,37.4854,39.13
"PRLB",61.54,64.96,59.52,63.0069,61.0709,63.9902,56.2
"PRMW",30.58,32.54,36.08,31.4228,35.0728,33.1757,35.49
"PRN",0,22.49,23.27,22.4946,23.367,22.7727,23.98
"PRO",48.53,55.48,56.6,51.5076,55.9732,55.6068,55.44
"PROF",74.99,70.59,62.72,73.1033,64.9655,69.1816,63.19
"PRPL",71.35,71.2,79.08,71.2858,76.8304,72.6036,78.44
"PRQR",158.18,166.71,116.6,166.7135,130.8972,157.7656,126.37
"PRSC",34.96,35.78,38.73,35.3096,38.6644,36.8359,38.23
"PRSP",46.04,42.97,41.69,44.7212,41.1808,42.511,37.82
"PRTA",137.06,70.48,67.1,108.5404,66.8835,69.2722,65.45
"PRTK",80.76,132.74,126.39,103.0245,124.5576,130.4733,112.52
"PRTS",93.35,91.44,97.12,92.5312,95.4966,92.4552,97.85
"PRTY",110.81,118.09,120.42,113.9296,119.7531,118.5034,116.81
"PRU",31.46,35.78,35.89,33.31,35.8861,35.8182,35.86
"PRVB",100.78,90.35,91.01,96.315,90.8223,90.47,87.84
"PRVL",11.49,30.75,20.99,19.7366,23.7719,29.0061,13.13
"PS",26.01,44.38,28.93,33.8779,33.3354,41.6195,20.52
